mesec,obcina,drzava,meritev,vrednost
2021M04,Maribor,2.49 Brazilija,Prenočitve turistov,10
2021M04,Maribor,2.50 Druge države Južne in Srednje Amerike,Prihodi turistov,1
2021M04,Maribor,2.50 Druge države Južne in Srednje Amerike,Prenočitve turistov,109
2021M04,Maribor,2.51 Kanada,Prihodi turistov,
2021M04,Maribor,2.51 Kanada,Prenočitve turistov,
2021M04,Maribor,2.52 Združene države (ZDA),Prihodi turistov,8
2021M04,Maribor,2.52 Združene države (ZDA),Prenočitve turistov,8
2021M04,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prihodi turistov,
2021M04,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prenočitve turistov,
2021M05,Maribor,0 Država - SKUPAJ,Prihodi turistov,3901
2021M05,Maribor,0 Država - SKUPAJ,Prenočitve turistov,13721
2021M05,Maribor,1 DOMAČI,Prihodi turistov,1360
2021M05,Maribor,1 DOMAČI,Prenočitve turistov,3004
2021M05,Maribor,2 TUJI,Prihodi turistov,2541
2021M05,Maribor,2 TUJI,Prenočitve turistov,10717
2021M05,Maribor,2.1 Avstrija,Prihodi turistov,315
2021M05,Maribor,2.1 Avstrija,Prenočitve turistov,625
2021M05,Maribor,2.2 Belgija,Prihodi turistov,43
2021M05,Maribor,2.2 Belgija,Prenočitve turistov,186
2021M05,Maribor,2.3 Bolgarija,Prihodi turistov,53
2021M05,Maribor,2.3 Bolgarija,Prenočitve turistov,1133
2021M05,Maribor,2.4 Bosna in Hercegovina,Prihodi turistov,163
2021M05,Maribor,2.4 Bosna in Hercegovina,Prenočitve turistov,456
2021M05,Maribor,2.5 Ciper,Prihodi turistov,1
2021M05,Maribor,2.5 Ciper,Prenočitve turistov,1
2021M05,Maribor,2.6 Češka republika,Prihodi turistov,143
2021M05,Maribor,2.6 Češka republika,Prenočitve turistov,414
2021M05,Maribor,2.7 Črna gora,Prihodi turistov,18
2021M05,Maribor,2.7 Črna gora,Prenočitve turistov,88
2021M05,Maribor,2.8 Danska,Prihodi turistov,39
2021M05,Maribor,2.8 Danska,Prenočitve turistov,161
2021M05,Maribor,2.9 Estonija,Prihodi turistov,5
2021M05,Maribor,2.9 Estonija,Prenočitve turistov,13
2021M05,Maribor,2.10 Finska,Prihodi turistov,5
2021M05,Maribor,2.10 Finska,Prenočitve turistov,83
2021M05,Maribor,2.11 Francija,Prihodi turistov,98
2021M05,Maribor,2.11 Francija,Prenočitve turistov,782
2021M05,Maribor,2.12 Grčija,Prihodi turistov,8
2021M05,Maribor,2.12 Grčija,Prenočitve turistov,197
2021M05,Maribor,2.13 Hrvaška,Prihodi turistov,128
2021M05,Maribor,2.13 Hrvaška,Prenočitve turistov,402
2021M05,Maribor,2.14 Irska,Prihodi turistov,3
2021M05,Maribor,2.14 Irska,Prenočitve turistov,4
2021M05,Maribor,2.15 Islandija,Prihodi turistov,
2021M05,Maribor,2.15 Islandija,Prenočitve turistov,
2021M05,Maribor,2.16 Italija,Prihodi turistov,157
2021M05,Maribor,2.16 Italija,Prenočitve turistov,522
2021M05,Maribor,2.17 Latvija,Prihodi turistov,0
2021M05,Maribor,2.17 Latvija,Prenočitve turistov,93
2021M05,Maribor,2.18 Litva,Prihodi turistov,3
2021M05,Maribor,2.18 Litva,Prenočitve turistov,100
2021M05,Maribor,2.19 Luksemburg,Prihodi turistov,4
2021M05,Maribor,2.19 Luksemburg,Prenočitve turistov,25
2021M05,Maribor,2.20 Madžarska,Prihodi turistov,158
2021M05,Maribor,2.20 Madžarska,Prenočitve turistov,294
2021M05,Maribor,2.21 Makedonija,Prihodi turistov,26
2021M05,Maribor,2.21 Makedonija,Prenočitve turistov,128
2021M05,Maribor,2.22 Malta,Prihodi turistov,2
2021M05,Maribor,2.22 Malta,Prenočitve turistov,9
2021M05,Maribor,2.23 Nemčija,Prihodi turistov,254
2021M05,Maribor,2.23 Nemčija,Prenočitve turistov,704
2021M05,Maribor,2.24 Nizozemska,Prihodi turistov,62
2021M05,Maribor,2.24 Nizozemska,Prenočitve turistov,168
2021M05,Maribor,2.25 Norveška,Prihodi turistov,3
2021M05,Maribor,2.25 Norveška,Prenočitve turistov,129
2021M05,Maribor,2.26 Poljska,Prihodi turistov,112
2021M05,Maribor,2.26 Poljska,Prenočitve turistov,330
2021M05,Maribor,2.27 Portugalska,Prihodi turistov,19
2021M05,Maribor,2.27 Portugalska,Prenočitve turistov,116
2021M05,Maribor,2.28 Romunija,Prihodi turistov,89
2021M05,Maribor,2.28 Romunija,Prenočitve turistov,191
2021M05,Maribor,2.29 Ruska federacija,Prihodi turistov,37
2021M05,Maribor,2.29 Ruska federacija,Prenočitve turistov,160
2021M05,Maribor,2.30 Slovaška,Prihodi turistov,105
2021M05,Maribor,2.30 Slovaška,Prenočitve turistov,339
2021M05,Maribor,2.31 Srbija,Prihodi turistov,164
2021M05,Maribor,2.31 Srbija,Prenočitve turistov,602
2021M05,Maribor,2.32 Španija,Prihodi turistov,50
2021M05,Maribor,2.32 Španija,Prenočitve turistov,750
2021M05,Maribor,2.33 Švedska,Prihodi turistov,30
2021M05,Maribor,2.33 Švedska,Prenočitve turistov,175
2021M05,Maribor,2.34 Švica,Prihodi turistov,27
2021M05,Maribor,2.34 Švica,Prenočitve turistov,118
2021M05,Maribor,2.35 Turčija,Prihodi turistov,24
2021M05,Maribor,2.35 Turčija,Prenočitve turistov,305
2021M05,Maribor,2.36 Ukrajina,Prihodi turistov,42
2021M05,Maribor,2.36 Ukrajina,Prenočitve turistov,156
2021M05,Maribor,2.37 Združeno kraljestvo,Prihodi turistov,20
2021M05,Maribor,2.37 Združeno kraljestvo,Prenočitve turistov,65
2021M05,Maribor,2.38 Druge evropske države,Prihodi turistov,31
2021M05,Maribor,2.38 Druge evropske države,Prenočitve turistov,75
2021M05,Maribor,2.39 Južna Afrika,Prihodi turistov,
2021M05,Maribor,2.39 Južna Afrika,Prenočitve turistov,
2021M05,Maribor,2.40 Druge afriške države,Prihodi turistov,8
2021M05,Maribor,2.40 Druge afriške države,Prenočitve turistov,59
2021M05,Maribor,2.41 Avstralija,Prihodi turistov,5
2021M05,Maribor,2.41 Avstralija,Prenočitve turistov,11
2021M05,Maribor,2.42 Nova Zelandija,Prihodi turistov,
2021M05,Maribor,2.42 Nova Zelandija,Prenočitve turistov,
2021M05,Maribor,2.43 Druge države in ozemlja Oceanije,Prihodi turistov,
2021M05,Maribor,2.43 Druge države in ozemlja Oceanije,Prenočitve turistov,
2021M05,Maribor,2.44 Izrael,Prihodi turistov,3
2021M05,Maribor,2.44 Izrael,Prenočitve turistov,28
2021M05,Maribor,2.45 Japonska,Prihodi turistov,1
2021M05,Maribor,2.45 Japonska,Prenočitve turistov,1
2021M05,Maribor,2.46 Kitajska (Ljudska republika),Prihodi turistov,1
2021M05,Maribor,2.46 Kitajska (Ljudska republika),Prenočitve turistov,3
2021M05,Maribor,2.47 Koreja (Republika),Prihodi turistov,1
2021M05,Maribor,2.47 Koreja (Republika),Prenočitve turistov,1
2021M05,Maribor,2.48 Druge azijske države,Prihodi turistov,57
2021M05,Maribor,2.48 Druge azijske države,Prenočitve turistov,399
2021M05,Maribor,2.49 Brazilija,Prihodi turistov,1
2021M05,Maribor,2.49 Brazilija,Prenočitve turistov,7
2021M05,Maribor,2.50 Druge države Južne in Srednje Amerike,Prihodi turistov,3
2021M05,Maribor,2.50 Druge države Južne in Srednje Amerike,Prenočitve turistov,70
2021M05,Maribor,2.51 Kanada,Prihodi turistov,2
2021M05,Maribor,2.51 Kanada,Prenočitve turistov,9
2021M05,Maribor,2.52 Združene države (ZDA),Prihodi turistov,18
2021M05,Maribor,2.52 Združene države (ZDA),Prenočitve turistov,30
2021M05,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prihodi turistov,
2021M05,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prenočitve turistov,
2021M06,Maribor,0 Država - SKUPAJ,Prihodi turistov,8270
2021M06,Maribor,0 Država - SKUPAJ,Prenočitve turistov,17982
2021M06,Maribor,1 DOMAČI,Prihodi turistov,2395
2021M06,Maribor,1 DOMAČI,Prenočitve turistov,4683
2021M06,Maribor,2 TUJI,Prihodi turistov,5875
2021M06,Maribor,2 TUJI,Prenočitve turistov,13299
2021M06,Maribor,2.1 Avstrija,Prihodi turistov,548
2021M06,Maribor,2.1 Avstrija,Prenočitve turistov,937
2021M06,Maribor,2.2 Belgija,Prihodi turistov,90
2021M06,Maribor,2.2 Belgija,Prenočitve turistov,145
2021M06,Maribor,2.3 Bolgarija,Prihodi turistov,72
2021M06,Maribor,2.3 Bolgarija,Prenočitve turistov,97
2021M06,Maribor,2.4 Bosna in Hercegovina,Prihodi turistov,296
2021M06,Maribor,2.4 Bosna in Hercegovina,Prenočitve turistov,786
2021M06,Maribor,2.5 Ciper,Prihodi turistov,1
2021M06,Maribor,2.5 Ciper,Prenočitve turistov,4
2021M06,Maribor,2.6 Češka republika,Prihodi turistov,523
2021M06,Maribor,2.6 Češka republika,Prenočitve turistov,719
2021M06,Maribor,2.7 Črna gora,Prihodi turistov,23
2021M06,Maribor,2.7 Črna gora,Prenočitve turistov,86
2021M06,Maribor,2.8 Danska,Prihodi turistov,23
2021M06,Maribor,2.8 Danska,Prenočitve turistov,34
2021M06,Maribor,2.9 Estonija,Prihodi turistov,15
2021M06,Maribor,2.9 Estonija,Prenočitve turistov,15
2021M06,Maribor,2.10 Finska,Prihodi turistov,8
2021M06,Maribor,2.10 Finska,Prenočitve turistov,83
2021M06,Maribor,2.11 Francija,Prihodi turistov,93
2021M06,Maribor,2.11 Francija,Prenočitve turistov,446
2021M06,Maribor,2.12 Grčija,Prihodi turistov,23
2021M06,Maribor,2.12 Grčija,Prenočitve turistov,189
2021M06,Maribor,2.13 Hrvaška,Prihodi turistov,241
2021M06,Maribor,2.13 Hrvaška,Prenočitve turistov,497
2021M06,Maribor,2.14 Irska,Prihodi turistov,5
2021M06,Maribor,2.14 Irska,Prenočitve turistov,7
2021M06,Maribor,2.15 Islandija,Prihodi turistov,2
2021M06,Maribor,2.15 Islandija,Prenočitve turistov,2
2021M06,Maribor,2.16 Italija,Prihodi turistov,236
2021M06,Maribor,2.16 Italija,Prenočitve turistov,850
2021M06,Maribor,2.17 Latvija,Prihodi turistov,21
2021M06,Maribor,2.17 Latvija,Prenočitve turistov,111
2021M06,Maribor,2.18 Litva,Prihodi turistov,40
2021M06,Maribor,2.18 Litva,Prenočitve turistov,133
2021M06,Maribor,2.19 Luksemburg,Prihodi turistov,16
2021M06,Maribor,2.19 Luksemburg,Prenočitve turistov,74
2021M06,Maribor,2.20 Madžarska,Prihodi turistov,265
2021M06,Maribor,2.20 Madžarska,Prenočitve turistov,515
2021M06,Maribor,2.21 Makedonija,Prihodi turistov,57
2021M06,Maribor,2.21 Makedonija,Prenočitve turistov,104
2021M06,Maribor,2.22 Malta,Prihodi turistov,
2021M06,Maribor,2.22 Malta,Prenočitve turistov,
2021M06,Maribor,2.23 Nemčija,Prihodi turistov,749
2021M06,Maribor,2.23 Nemčija,Prenočitve turistov,1456
2021M06,Maribor,2.24 Nizozemska,Prihodi turistov,76
2021M06,Maribor,2.24 Nizozemska,Prenočitve turistov,163
2021M06,Maribor,2.25 Norveška,Prihodi turistov,8
2021M06,Maribor,2.25 Norveška,Prenočitve turistov,8
2021M06,Maribor,2.26 Poljska,Prihodi turistov,1044
2021M06,Maribor,2.26 Poljska,Prenočitve turistov,1218
2021M06,Maribor,2.27 Portugalska,Prihodi turistov,95
2021M06,Maribor,2.27 Portugalska,Prenočitve turistov,212
2021M06,Maribor,2.28 Romunija,Prihodi turistov,263
2021M06,Maribor,2.28 Romunija,Prenočitve turistov,561
2021M06,Maribor,2.29 Ruska federacija,Prihodi turistov,47
2021M06,Maribor,2.29 Ruska federacija,Prenočitve turistov,156
2021M06,Maribor,2.30 Slovaška,Prihodi turistov,176
2021M06,Maribor,2.30 Slovaška,Prenočitve turistov,357
2021M06,Maribor,2.31 Srbija,Prihodi turistov,355
2021M06,Maribor,2.31 Srbija,Prenočitve turistov,1330
2021M06,Maribor,2.32 Španija,Prihodi turistov,51
2021M06,Maribor,2.32 Španija,Prenočitve turistov,723
2021M06,Maribor,2.33 Švedska,Prihodi turistov,62
2021M06,Maribor,2.33 Švedska,Prenočitve turistov,75
2021M06,Maribor,2.34 Švica,Prihodi turistov,35
2021M06,Maribor,2.34 Švica,Prenočitve turistov,100
2021M06,Maribor,2.35 Turčija,Prihodi turistov,17
2021M06,Maribor,2.35 Turčija,Prenočitve turistov,240
2021M06,Maribor,2.36 Ukrajina,Prihodi turistov,55
2021M06,Maribor,2.36 Ukrajina,Prenočitve turistov,127
2021M06,Maribor,2.37 Združeno kraljestvo,Prihodi turistov,63
2021M06,Maribor,2.37 Združeno kraljestvo,Prenočitve turistov,217
2021M06,Maribor,2.38 Druge evropske države,Prihodi turistov,39
2021M06,Maribor,2.38 Druge evropske države,Prenočitve turistov,72
2021M06,Maribor,2.39 Južna Afrika,Prihodi turistov,
2021M06,Maribor,2.39 Južna Afrika,Prenočitve turistov,
2021M06,Maribor,2.40 Druge afriške države,Prihodi turistov,16
2021M06,Maribor,2.40 Druge afriške države,Prenočitve turistov,64
2021M06,Maribor,2.41 Avstralija,Prihodi turistov,4
2021M06,Maribor,2.41 Avstralija,Prenočitve turistov,7
2021M06,Maribor,2.42 Nova Zelandija,Prihodi turistov,1
2021M06,Maribor,2.42 Nova Zelandija,Prenočitve turistov,1
2021M06,Maribor,2.43 Druge države in ozemlja Oceanije,Prihodi turistov,
2021M06,Maribor,2.43 Druge države in ozemlja Oceanije,Prenočitve turistov,
2021M06,Maribor,2.44 Izrael,Prihodi turistov,34
2021M06,Maribor,2.44 Izrael,Prenočitve turistov,108
2021M06,Maribor,2.45 Japonska,Prihodi turistov,2
2021M06,Maribor,2.45 Japonska,Prenočitve turistov,6
2021M06,Maribor,2.46 Kitajska (Ljudska republika),Prihodi turistov,9
2021M06,Maribor,2.46 Kitajska (Ljudska republika),Prenočitve turistov,22
2021M06,Maribor,2.47 Koreja (Republika),Prihodi turistov,
2021M06,Maribor,2.47 Koreja (Republika),Prenočitve turistov,
2021M06,Maribor,2.48 Druge azijske države,Prihodi turistov,14
2021M06,Maribor,2.48 Druge azijske države,Prenočitve turistov,43
2021M06,Maribor,2.49 Brazilija,Prihodi turistov,
2021M06,Maribor,2.49 Brazilija,Prenočitve turistov,
2021M06,Maribor,2.50 Druge države Južne in Srednje Amerike,Prihodi turistov,21
2021M06,Maribor,2.50 Druge države Južne in Srednje Amerike,Prenočitve turistov,128
2021M06,Maribor,2.51 Kanada,Prihodi turistov,2
2021M06,Maribor,2.51 Kanada,Prenočitve turistov,4
2021M06,Maribor,2.52 Združene države (ZDA),Prihodi turistov,39
2021M06,Maribor,2.52 Združene države (ZDA),Prenočitve turistov,67
2021M06,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prihodi turistov,
2021M06,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prenočitve turistov,
2021M07,Maribor,0 Država - SKUPAJ,Prihodi turistov,20278
2021M07,Maribor,0 Država - SKUPAJ,Prenočitve turistov,33974
2021M07,Maribor,1 DOMAČI,Prihodi turistov,2983
2021M07,Maribor,1 DOMAČI,Prenočitve turistov,6684
2021M07,Maribor,2 TUJI,Prihodi turistov,17295
2021M07,Maribor,2 TUJI,Prenočitve turistov,27290
2021M07,Maribor,2.1 Avstrija,Prihodi turistov,1324
2021M07,Maribor,2.1 Avstrija,Prenočitve turistov,1901
2021M07,Maribor,2.2 Belgija,Prihodi turistov,585
2021M07,Maribor,2.2 Belgija,Prenočitve turistov,875
2021M07,Maribor,2.3 Bolgarija,Prihodi turistov,134
2021M07,Maribor,2.3 Bolgarija,Prenočitve turistov,328
2021M07,Maribor,2.4 Bosna in Hercegovina,Prihodi turistov,424
2021M07,Maribor,2.4 Bosna in Hercegovina,Prenočitve turistov,950
2021M07,Maribor,2.5 Ciper,Prihodi turistov,7
2021M07,Maribor,2.5 Ciper,Prenočitve turistov,14
2021M07,Maribor,2.6 Češka republika,Prihodi turistov,1476
2021M07,Maribor,2.6 Češka republika,Prenočitve turistov,1833
2021M07,Maribor,2.7 Črna gora,Prihodi turistov,67
2021M07,Maribor,2.7 Črna gora,Prenočitve turistov,81
2021M07,Maribor,2.8 Danska,Prihodi turistov,260
2021M07,Maribor,2.8 Danska,Prenočitve turistov,312
2021M07,Maribor,2.9 Estonija,Prihodi turistov,114
2021M07,Maribor,2.9 Estonija,Prenočitve turistov,140
2021M07,Maribor,2.10 Finska,Prihodi turistov,12
2021M07,Maribor,2.10 Finska,Prenočitve turistov,31
2021M07,Maribor,2.11 Francija,Prihodi turistov,363
2021M07,Maribor,2.11 Francija,Prenočitve turistov,711
2021M07,Maribor,2.12 Grčija,Prihodi turistov,37
2021M07,Maribor,2.12 Grčija,Prenočitve turistov,138
2021M07,Maribor,2.13 Hrvaška,Prihodi turistov,342
2021M07,Maribor,2.13 Hrvaška,Prenočitve turistov,798
2021M07,Maribor,2.14 Irska,Prihodi turistov,14
2021M07,Maribor,2.14 Irska,Prenočitve turistov,48
2021M07,Maribor,2.15 Islandija,Prihodi turistov,3
2021M07,Maribor,2.15 Islandija,Prenočitve turistov,6
2021M07,Maribor,2.16 Italija,Prihodi turistov,499
2021M07,Maribor,2.16 Italija,Prenočitve turistov,1722
2021M07,Maribor,2.17 Latvija,Prihodi turistov,87
2021M07,Maribor,2.17 Latvija,Prenočitve turistov,124
2021M07,Maribor,2.18 Litva,Prihodi turistov,83
2021M07,Maribor,2.18 Litva,Prenočitve turistov,120
2021M07,Maribor,2.19 Luksemburg,Prihodi turistov,32
2021M07,Maribor,2.19 Luksemburg,Prenočitve turistov,50
2021M07,Maribor,2.20 Madžarska,Prihodi turistov,564
2021M07,Maribor,2.20 Madžarska,Prenočitve turistov,905
2021M07,Maribor,2.21 Makedonija,Prihodi turistov,91
2021M07,Maribor,2.21 Makedonija,Prenočitve turistov,177
2021M07,Maribor,2.22 Malta,Prihodi turistov,1
2021M07,Maribor,2.22 Malta,Prenočitve turistov,1
2021M07,Maribor,2.23 Nemčija,Prihodi turistov,3112
2021M07,Maribor,2.23 Nemčija,Prenočitve turistov,4390
2021M07,Maribor,2.24 Nizozemska,Prihodi turistov,809
2021M07,Maribor,2.24 Nizozemska,Prenočitve turistov,1081
2021M07,Maribor,2.25 Norveška,Prihodi turistov,57
2021M07,Maribor,2.25 Norveška,Prenočitve turistov,61
2021M07,Maribor,2.26 Poljska,Prihodi turistov,3648
2021M07,Maribor,2.26 Poljska,Prenočitve turistov,3785
2021M07,Maribor,2.27 Portugalska,Prihodi turistov,24
2021M07,Maribor,2.27 Portugalska,Prenočitve turistov,197
2021M07,Maribor,2.28 Romunija,Prihodi turistov,719
2021M07,Maribor,2.28 Romunija,Prenočitve turistov,918
2021M07,Maribor,2.29 Ruska federacija,Prihodi turistov,69
2021M07,Maribor,2.29 Ruska federacija,Prenočitve turistov,147
2021M07,Maribor,2.30 Slovaška,Prihodi turistov,534
2021M07,Maribor,2.30 Slovaška,Prenočitve turistov,790
2021M07,Maribor,2.31 Srbija,Prihodi turistov,346
2021M07,Maribor,2.31 Srbija,Prenočitve turistov,1337
2021M07,Maribor,2.32 Španija,Prihodi turistov,110
2021M07,Maribor,2.32 Španija,Prenočitve turistov,583
2021M07,Maribor,2.33 Švedska,Prihodi turistov,318
2021M07,Maribor,2.33 Švedska,Prenočitve turistov,446
2021M07,Maribor,2.34 Švica,Prihodi turistov,208
2021M07,Maribor,2.34 Švica,Prenočitve turistov,370
2021M07,Maribor,2.35 Turčija,Prihodi turistov,34
2021M07,Maribor,2.35 Turčija,Prenočitve turistov,130
2021M07,Maribor,2.36 Ukrajina,Prihodi turistov,159
2021M07,Maribor,2.36 Ukrajina,Prenočitve turistov,205
2021M07,Maribor,2.37 Združeno kraljestvo,Prihodi turistov,95
2021M07,Maribor,2.37 Združeno kraljestvo,Prenočitve turistov,188
2021M07,Maribor,2.38 Druge evropske države,Prihodi turistov,152
2021M07,Maribor,2.38 Druge evropske države,Prenočitve turistov,294
2021M07,Maribor,2.39 Južna Afrika,Prihodi turistov,3
2021M07,Maribor,2.39 Južna Afrika,Prenočitve turistov,3
2021M07,Maribor,2.40 Druge afriške države,Prihodi turistov,16
2021M07,Maribor,2.40 Druge afriške države,Prenočitve turistov,59
2021M07,Maribor,2.41 Avstralija,Prihodi turistov,7
2021M07,Maribor,2.41 Avstralija,Prenočitve turistov,18
2021M07,Maribor,2.42 Nova Zelandija,Prihodi turistov,1
2021M07,Maribor,2.42 Nova Zelandija,Prenočitve turistov,1
2021M07,Maribor,2.43 Druge države in ozemlja Oceanije,Prihodi turistov,1
2021M07,Maribor,2.43 Druge države in ozemlja Oceanije,Prenočitve turistov,3
2021M07,Maribor,2.44 Izrael,Prihodi turistov,74
2021M07,Maribor,2.44 Izrael,Prenočitve turistov,220
2021M07,Maribor,2.45 Japonska,Prihodi turistov,8
2021M07,Maribor,2.45 Japonska,Prenočitve turistov,11
2021M07,Maribor,2.46 Kitajska (Ljudska republika),Prihodi turistov,9
2021M07,Maribor,2.46 Kitajska (Ljudska republika),Prenočitve turistov,16
2021M07,Maribor,2.47 Koreja (Republika),Prihodi turistov,1
2021M07,Maribor,2.47 Koreja (Republika),Prenočitve turistov,1
2021M07,Maribor,2.48 Druge azijske države,Prihodi turistov,68
2021M07,Maribor,2.48 Druge azijske države,Prenočitve turistov,174
2021M07,Maribor,2.49 Brazilija,Prihodi turistov,20
2021M07,Maribor,2.49 Brazilija,Prenočitve turistov,89
2021M07,Maribor,2.50 Druge države Južne in Srednje Amerike,Prihodi turistov,19
2021M07,Maribor,2.50 Druge države Južne in Srednje Amerike,Prenočitve turistov,133
2021M07,Maribor,2.51 Kanada,Prihodi turistov,16
2021M07,Maribor,2.51 Kanada,Prenočitve turistov,24
2021M07,Maribor,2.52 Združene države (ZDA),Prihodi turistov,139
2021M07,Maribor,2.52 Združene države (ZDA),Prenočitve turistov,351
2021M07,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prihodi turistov,
2021M07,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prenočitve turistov,
2021M08,Maribor,0 Država - SKUPAJ,Prihodi turistov,24831
2021M08,Maribor,0 Država - SKUPAJ,Prenočitve turistov,44210
2021M08,Maribor,1 DOMAČI,Prihodi turistov,3677
2021M08,Maribor,1 DOMAČI,Prenočitve turistov,8281
2021M08,Maribor,2 TUJI,Prihodi turistov,21154
2021M08,Maribor,2 TUJI,Prenočitve turistov,35929
2021M08,Maribor,2.1 Avstrija,Prihodi turistov,1338
2021M08,Maribor,2.1 Avstrija,Prenočitve turistov,2134
2021M08,Maribor,2.2 Belgija,Prihodi turistov,585
2021M08,Maribor,2.2 Belgija,Prenočitve turistov,929
2021M08,Maribor,2.3 Bolgarija,Prihodi turistov,124
2021M08,Maribor,2.3 Bolgarija,Prenočitve turistov,256
2021M08,Maribor,2.4 Bosna in Hercegovina,Prihodi turistov,378
2021M08,Maribor,2.4 Bosna in Hercegovina,Prenočitve turistov,854
2021M08,Maribor,2.5 Ciper,Prihodi turistov,4
2021M08,Maribor,2.5 Ciper,Prenočitve turistov,16
2021M08,Maribor,2.6 Češka republika,Prihodi turistov,1630
2021M08,Maribor,2.6 Češka republika,Prenočitve turistov,2103
2021M08,Maribor,2.7 Črna gora,Prihodi turistov,77
2021M08,Maribor,2.7 Črna gora,Prenočitve turistov,108
2021M08,Maribor,2.8 Danska,Prihodi turistov,89
2021M08,Maribor,2.8 Danska,Prenočitve turistov,118
2021M08,Maribor,2.9 Estonija,Prihodi turistov,62
2021M08,Maribor,2.9 Estonija,Prenočitve turistov,98
2021M08,Maribor,2.10 Finska,Prihodi turistov,32
2021M08,Maribor,2.10 Finska,Prenočitve turistov,87
2021M08,Maribor,2.11 Francija,Prihodi turistov,672
2021M08,Maribor,2.11 Francija,Prenočitve turistov,1791
2021M08,Maribor,2.12 Grčija,Prihodi turistov,45
2021M08,Maribor,2.12 Grčija,Prenočitve turistov,136
2021M08,Maribor,2.13 Hrvaška,Prihodi turistov,395
2021M08,Maribor,2.13 Hrvaška,Prenočitve turistov,752
