mesec,obcina,drzava,meritev,vrednost
2024M11,Maribor,2.40 Druge afriške države,Prihodi turistov,21
2024M11,Maribor,2.40 Druge afriške države,Prenočitve turistov,178
2024M11,Maribor,2.41 Avstralija,Prihodi turistov,17
2024M11,Maribor,2.41 Avstralija,Prenočitve turistov,46
2024M11,Maribor,2.42 Nova Zelandija,Prihodi turistov,3
2024M11,Maribor,2.42 Nova Zelandija,Prenočitve turistov,3
2024M11,Maribor,2.43 Druge države in ozemlja Oceanije,Prihodi turistov,2
2024M11,Maribor,2.43 Druge države in ozemlja Oceanije,Prenočitve turistov,2
2024M11,Maribor,2.44 Izrael,Prihodi turistov,28
2024M11,Maribor,2.44 Izrael,Prenočitve turistov,93
2024M11,Maribor,2.45 Japonska,Prihodi turistov,24
2024M11,Maribor,2.45 Japonska,Prenočitve turistov,83
2024M11,Maribor,2.46 Kitajska (Ljudska republika),Prihodi turistov,166
2024M11,Maribor,2.46 Kitajska (Ljudska republika),Prenočitve turistov,721
2024M11,Maribor,2.47 Koreja (Republika),Prihodi turistov,116
2024M11,Maribor,2.47 Koreja (Republika),Prenočitve turistov,151
2024M11,Maribor,2.48 Druge azijske države,Prihodi turistov,200
2024M11,Maribor,2.48 Druge azijske države,Prenočitve turistov,1448
2024M11,Maribor,2.49 Brazilija,Prihodi turistov,13
2024M11,Maribor,2.49 Brazilija,Prenočitve turistov,29
2024M11,Maribor,2.50 Druge države Južne in Srednje Amerike,Prihodi turistov,78
2024M11,Maribor,2.50 Druge države Južne in Srednje Amerike,Prenočitve turistov,252
2024M11,Maribor,2.51 Kanada,Prihodi turistov,41
2024M11,Maribor,2.51 Kanada,Prenočitve turistov,104
2024M11,Maribor,2.52 Združene države (ZDA),Prihodi turistov,129
2024M11,Maribor,2.52 Združene države (ZDA),Prenočitve turistov,277
2024M11,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prihodi turistov,
2024M11,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prenočitve turistov,
2024M12,Maribor,0 Država - SKUPAJ,Prihodi turistov,15351
2024M12,Maribor,0 Država - SKUPAJ,Prenočitve turistov,36443
2024M12,Maribor,1 DOMAČI,Prihodi turistov,3757
2024M12,Maribor,1 DOMAČI,Prenočitve turistov,5950
2024M12,Maribor,2 TUJI,Prihodi turistov,11594
2024M12,Maribor,2 TUJI,Prenočitve turistov,30493
2024M12,Maribor,2.1 Avstrija,Prihodi turistov,1728
2024M12,Maribor,2.1 Avstrija,Prenočitve turistov,2578
2024M12,Maribor,2.2 Belgija,Prihodi turistov,50
2024M12,Maribor,2.2 Belgija,Prenočitve turistov,91
2024M12,Maribor,2.3 Bolgarija,Prihodi turistov,155
2024M12,Maribor,2.3 Bolgarija,Prenočitve turistov,313
2024M12,Maribor,2.4 Bosna in Hercegovina,Prihodi turistov,658
2024M12,Maribor,2.4 Bosna in Hercegovina,Prenočitve turistov,1483
2024M12,Maribor,2.5 Ciper,Prihodi turistov,
2024M12,Maribor,2.5 Ciper,Prenočitve turistov,
2024M12,Maribor,2.6 Češka republika,Prihodi turistov,214
2024M12,Maribor,2.6 Češka republika,Prenočitve turistov,684
2024M12,Maribor,2.7 Črna gora,Prihodi turistov,97
2024M12,Maribor,2.7 Črna gora,Prenočitve turistov,550
2024M12,Maribor,2.8 Danska,Prihodi turistov,19
2024M12,Maribor,2.8 Danska,Prenočitve turistov,32
2024M12,Maribor,2.9 Estonija,Prihodi turistov,5
2024M12,Maribor,2.9 Estonija,Prenočitve turistov,5
2024M12,Maribor,2.10 Finska,Prihodi turistov,9
2024M12,Maribor,2.10 Finska,Prenočitve turistov,82
2024M12,Maribor,2.11 Francija,Prihodi turistov,118
2024M12,Maribor,2.11 Francija,Prenočitve turistov,415
2024M12,Maribor,2.12 Grčija,Prihodi turistov,171
2024M12,Maribor,2.12 Grčija,Prenočitve turistov,306
2024M12,Maribor,2.13 Hrvaška,Prihodi turistov,2086
2024M12,Maribor,2.13 Hrvaška,Prenočitve turistov,3854
2024M12,Maribor,2.14 Irska,Prihodi turistov,17
2024M12,Maribor,2.14 Irska,Prenočitve turistov,47
2024M12,Maribor,2.15 Islandija,Prihodi turistov,3
2024M12,Maribor,2.15 Islandija,Prenočitve turistov,5
2024M12,Maribor,2.16 Italija,Prihodi turistov,895
2024M12,Maribor,2.16 Italija,Prenočitve turistov,1834
2024M12,Maribor,2.17 Latvija,Prihodi turistov,20
2024M12,Maribor,2.17 Latvija,Prenočitve turistov,45
2024M12,Maribor,2.18 Litva,Prihodi turistov,11
2024M12,Maribor,2.18 Litva,Prenočitve turistov,18
2024M12,Maribor,2.19 Luksemburg,Prihodi turistov,5
2024M12,Maribor,2.19 Luksemburg,Prenočitve turistov,7
2024M12,Maribor,2.20 Madžarska,Prihodi turistov,755
2024M12,Maribor,2.20 Madžarska,Prenočitve turistov,1941
2024M12,Maribor,2.21 Makedonija,Prihodi turistov,201
2024M12,Maribor,2.21 Makedonija,Prenočitve turistov,1920
2024M12,Maribor,2.22 Malta,Prihodi turistov,12
2024M12,Maribor,2.22 Malta,Prenočitve turistov,22
2024M12,Maribor,2.23 Nemčija,Prihodi turistov,759
2024M12,Maribor,2.23 Nemčija,Prenočitve turistov,1690
2024M12,Maribor,2.24 Nizozemska,Prihodi turistov,126
2024M12,Maribor,2.24 Nizozemska,Prenočitve turistov,249
2024M12,Maribor,2.25 Norveška,Prihodi turistov,12
2024M12,Maribor,2.25 Norveška,Prenočitve turistov,23
2024M12,Maribor,2.26 Poljska,Prihodi turistov,217
2024M12,Maribor,2.26 Poljska,Prenočitve turistov,932
2024M12,Maribor,2.27 Portugalska,Prihodi turistov,21
2024M12,Maribor,2.27 Portugalska,Prenočitve turistov,443
2024M12,Maribor,2.28 Romunija,Prihodi turistov,629
2024M12,Maribor,2.28 Romunija,Prenočitve turistov,1197
2024M12,Maribor,2.29 Ruska federacija,Prihodi turistov,71
2024M12,Maribor,2.29 Ruska federacija,Prenočitve turistov,238
2024M12,Maribor,2.30 Slovaška,Prihodi turistov,251
2024M12,Maribor,2.30 Slovaška,Prenočitve turistov,541
2024M12,Maribor,2.31 Srbija,Prihodi turistov,808
2024M12,Maribor,2.31 Srbija,Prenočitve turistov,2828
2024M12,Maribor,2.32 Španija,Prihodi turistov,127
2024M12,Maribor,2.32 Španija,Prenočitve turistov,497
2024M12,Maribor,2.33 Švedska,Prihodi turistov,31
2024M12,Maribor,2.33 Švedska,Prenočitve turistov,53
2024M12,Maribor,2.34 Švica,Prihodi turistov,97
2024M12,Maribor,2.34 Švica,Prenočitve turistov,195
2024M12,Maribor,2.35 Turčija,Prihodi turistov,60
2024M12,Maribor,2.35 Turčija,Prenočitve turistov,845
2024M12,Maribor,2.36 Ukrajina,Prihodi turistov,361
2024M12,Maribor,2.36 Ukrajina,Prenočitve turistov,1082
2024M12,Maribor,2.37 Združeno kraljestvo,Prihodi turistov,84
2024M12,Maribor,2.37 Združeno kraljestvo,Prenočitve turistov,193
2024M12,Maribor,2.38 Druge evropske države,Prihodi turistov,154
2024M12,Maribor,2.38 Druge evropske države,Prenočitve turistov,311
2024M12,Maribor,2.39 Južna Afrika,Prihodi turistov,9
2024M12,Maribor,2.39 Južna Afrika,Prenočitve turistov,21
2024M12,Maribor,2.40 Druge afriške države,Prihodi turistov,31
2024M12,Maribor,2.40 Druge afriške države,Prenočitve turistov,219
2024M12,Maribor,2.41 Avstralija,Prihodi turistov,39
2024M12,Maribor,2.41 Avstralija,Prenočitve turistov,83
2024M12,Maribor,2.42 Nova Zelandija,Prihodi turistov,2
2024M12,Maribor,2.42 Nova Zelandija,Prenočitve turistov,2
2024M12,Maribor,2.43 Druge države in ozemlja Oceanije,Prihodi turistov,1
2024M12,Maribor,2.43 Druge države in ozemlja Oceanije,Prenočitve turistov,4
2024M12,Maribor,2.44 Izrael,Prihodi turistov,26
2024M12,Maribor,2.44 Izrael,Prenočitve turistov,155
2024M12,Maribor,2.45 Japonska,Prihodi turistov,20
2024M12,Maribor,2.45 Japonska,Prenočitve turistov,44
2024M12,Maribor,2.46 Kitajska (Ljudska republika),Prihodi turistov,46
2024M12,Maribor,2.46 Kitajska (Ljudska republika),Prenočitve turistov,650
2024M12,Maribor,2.47 Koreja (Republika),Prihodi turistov,51
2024M12,Maribor,2.47 Koreja (Republika),Prenočitve turistov,267
2024M12,Maribor,2.48 Druge azijske države,Prihodi turistov,152
2024M12,Maribor,2.48 Druge azijske države,Prenočitve turistov,1072
2024M12,Maribor,2.49 Brazilija,Prihodi turistov,11
2024M12,Maribor,2.49 Brazilija,Prenočitve turistov,24
2024M12,Maribor,2.50 Druge države Južne in Srednje Amerike,Prihodi turistov,45
2024M12,Maribor,2.50 Druge države Južne in Srednje Amerike,Prenočitve turistov,133
2024M12,Maribor,2.51 Kanada,Prihodi turistov,21
2024M12,Maribor,2.51 Kanada,Prenočitve turistov,31
2024M12,Maribor,2.52 Združene države (ZDA),Prihodi turistov,103
2024M12,Maribor,2.52 Združene države (ZDA),Prenočitve turistov,239
2024M12,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prihodi turistov,
2024M12,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prenočitve turistov,
2025M01,Maribor,0 Država - SKUPAJ,Prihodi turistov,12806
2025M01,Maribor,0 Država - SKUPAJ,Prenočitve turistov,34938
2025M01,Maribor,1 DOMAČI,Prihodi turistov,1942
2025M01,Maribor,1 DOMAČI,Prenočitve turistov,3961
2025M01,Maribor,2 TUJI,Prihodi turistov,10864
2025M01,Maribor,2 TUJI,Prenočitve turistov,30977
2025M01,Maribor,2.1 Avstrija,Prihodi turistov,793
2025M01,Maribor,2.1 Avstrija,Prenočitve turistov,1344
2025M01,Maribor,2.2 Belgija,Prihodi turistov,32
2025M01,Maribor,2.2 Belgija,Prenočitve turistov,42
2025M01,Maribor,2.3 Bolgarija,Prihodi turistov,128
2025M01,Maribor,2.3 Bolgarija,Prenočitve turistov,288
2025M01,Maribor,2.4 Bosna in Hercegovina,Prihodi turistov,695
2025M01,Maribor,2.4 Bosna in Hercegovina,Prenočitve turistov,1551
2025M01,Maribor,2.5 Ciper,Prihodi turistov,22
2025M01,Maribor,2.5 Ciper,Prenočitve turistov,128
2025M01,Maribor,2.6 Češka republika,Prihodi turistov,187
2025M01,Maribor,2.6 Češka republika,Prenočitve turistov,748
2025M01,Maribor,2.7 Črna gora,Prihodi turistov,119
2025M01,Maribor,2.7 Črna gora,Prenočitve turistov,494
2025M01,Maribor,2.8 Danska,Prihodi turistov,14
2025M01,Maribor,2.8 Danska,Prenočitve turistov,47
2025M01,Maribor,2.9 Estonija,Prihodi turistov,3
2025M01,Maribor,2.9 Estonija,Prenočitve turistov,7
2025M01,Maribor,2.10 Finska,Prihodi turistov,18
2025M01,Maribor,2.10 Finska,Prenočitve turistov,128
2025M01,Maribor,2.11 Francija,Prihodi turistov,114
2025M01,Maribor,2.11 Francija,Prenočitve turistov,496
2025M01,Maribor,2.12 Grčija,Prihodi turistov,53
2025M01,Maribor,2.12 Grčija,Prenočitve turistov,151
2025M01,Maribor,2.13 Hrvaška,Prihodi turistov,2741
2025M01,Maribor,2.13 Hrvaška,Prenočitve turistov,6481
2025M01,Maribor,2.14 Irska,Prihodi turistov,14
2025M01,Maribor,2.14 Irska,Prenočitve turistov,42
2025M01,Maribor,2.15 Islandija,Prihodi turistov,3
2025M01,Maribor,2.15 Islandija,Prenočitve turistov,7
2025M01,Maribor,2.16 Italija,Prihodi turistov,680
2025M01,Maribor,2.16 Italija,Prenočitve turistov,1635
2025M01,Maribor,2.17 Latvija,Prihodi turistov,9
2025M01,Maribor,2.17 Latvija,Prenočitve turistov,24
2025M01,Maribor,2.18 Litva,Prihodi turistov,16
2025M01,Maribor,2.18 Litva,Prenočitve turistov,21
2025M01,Maribor,2.19 Luksemburg,Prihodi turistov,4
2025M01,Maribor,2.19 Luksemburg,Prenočitve turistov,5
2025M01,Maribor,2.20 Madžarska,Prihodi turistov,841
2025M01,Maribor,2.20 Madžarska,Prenočitve turistov,2230
2025M01,Maribor,2.21 Makedonija,Prihodi turistov,234
2025M01,Maribor,2.21 Makedonija,Prenočitve turistov,1567
2025M01,Maribor,2.22 Malta,Prihodi turistov,5
2025M01,Maribor,2.22 Malta,Prenočitve turistov,21
2025M01,Maribor,2.23 Nemčija,Prihodi turistov,705
2025M01,Maribor,2.23 Nemčija,Prenočitve turistov,1570
2025M01,Maribor,2.24 Nizozemska,Prihodi turistov,97
2025M01,Maribor,2.24 Nizozemska,Prenočitve turistov,245
2025M01,Maribor,2.25 Norveška,Prihodi turistov,3
2025M01,Maribor,2.25 Norveška,Prenočitve turistov,28
2025M01,Maribor,2.26 Poljska,Prihodi turistov,157
2025M01,Maribor,2.26 Poljska,Prenočitve turistov,696
2025M01,Maribor,2.27 Portugalska,Prihodi turistov,20
2025M01,Maribor,2.27 Portugalska,Prenočitve turistov,478
2025M01,Maribor,2.28 Romunija,Prihodi turistov,797
2025M01,Maribor,2.28 Romunija,Prenočitve turistov,1206
2025M01,Maribor,2.29 Ruska federacija,Prihodi turistov,62
2025M01,Maribor,2.29 Ruska federacija,Prenočitve turistov,194
2025M01,Maribor,2.30 Slovaška,Prihodi turistov,153
2025M01,Maribor,2.30 Slovaška,Prenočitve turistov,558
2025M01,Maribor,2.31 Srbija,Prihodi turistov,841
2025M01,Maribor,2.31 Srbija,Prenočitve turistov,2978
2025M01,Maribor,2.32 Španija,Prihodi turistov,117
2025M01,Maribor,2.32 Španija,Prenočitve turistov,442
2025M01,Maribor,2.33 Švedska,Prihodi turistov,31
2025M01,Maribor,2.33 Švedska,Prenočitve turistov,52
2025M01,Maribor,2.34 Švica,Prihodi turistov,56
2025M01,Maribor,2.34 Švica,Prenočitve turistov,124
2025M01,Maribor,2.35 Turčija,Prihodi turistov,25
2025M01,Maribor,2.35 Turčija,Prenočitve turistov,763
2025M01,Maribor,2.36 Ukrajina,Prihodi turistov,280
2025M01,Maribor,2.36 Ukrajina,Prenočitve turistov,788
2025M01,Maribor,2.37 Združeno kraljestvo,Prihodi turistov,59
2025M01,Maribor,2.37 Združeno kraljestvo,Prenočitve turistov,131
2025M01,Maribor,2.38 Druge evropske države,Prihodi turistov,172
2025M01,Maribor,2.38 Druge evropske države,Prenočitve turistov,377
2025M01,Maribor,2.39 Južna Afrika,Prihodi turistov,5
2025M01,Maribor,2.39 Južna Afrika,Prenočitve turistov,22
2025M01,Maribor,2.40 Druge afriške države,Prihodi turistov,25
2025M01,Maribor,2.40 Druge afriške države,Prenočitve turistov,204
2025M01,Maribor,2.41 Avstralija,Prihodi turistov,36
2025M01,Maribor,2.41 Avstralija,Prenočitve turistov,92
2025M01,Maribor,2.42 Nova Zelandija,Prihodi turistov,11
2025M01,Maribor,2.42 Nova Zelandija,Prenočitve turistov,22
2025M01,Maribor,2.43 Druge države in ozemlja Oceanije,Prihodi turistov,1
2025M01,Maribor,2.43 Druge države in ozemlja Oceanije,Prenočitve turistov,1
2025M01,Maribor,2.44 Izrael,Prihodi turistov,37
2025M01,Maribor,2.44 Izrael,Prenočitve turistov,186
2025M01,Maribor,2.45 Japonska,Prihodi turistov,11
2025M01,Maribor,2.45 Japonska,Prenočitve turistov,13
2025M01,Maribor,2.46 Kitajska (Ljudska republika),Prihodi turistov,51
2025M01,Maribor,2.46 Kitajska (Ljudska republika),Prenočitve turistov,632
2025M01,Maribor,2.47 Koreja (Republika),Prihodi turistov,134
2025M01,Maribor,2.47 Koreja (Republika),Prenočitve turistov,252
2025M01,Maribor,2.48 Druge azijske države,Prihodi turistov,118
2025M01,Maribor,2.48 Druge azijske države,Prenočitve turistov,1104
2025M01,Maribor,2.49 Brazilija,Prihodi turistov,9
2025M01,Maribor,2.49 Brazilija,Prenočitve turistov,49
2025M01,Maribor,2.50 Druge države Južne in Srednje Amerike,Prihodi turistov,48
2025M01,Maribor,2.50 Druge države Južne in Srednje Amerike,Prenočitve turistov,130
2025M01,Maribor,2.51 Kanada,Prihodi turistov,17
2025M01,Maribor,2.51 Kanada,Prenočitve turistov,46
2025M01,Maribor,2.52 Združene države (ZDA),Prihodi turistov,61
2025M01,Maribor,2.52 Združene države (ZDA),Prenočitve turistov,137
2025M01,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prihodi turistov,
2025M01,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prenočitve turistov,
2025M02,Maribor,0 Država - SKUPAJ,Prihodi turistov,12582
2025M02,Maribor,0 Država - SKUPAJ,Prenočitve turistov,34270
2025M02,Maribor,1 DOMAČI,Prihodi turistov,2135
2025M02,Maribor,1 DOMAČI,Prenočitve turistov,3909
2025M02,Maribor,2 TUJI,Prihodi turistov,10447
2025M02,Maribor,2 TUJI,Prenočitve turistov,30361
2025M02,Maribor,2.1 Avstrija,Prihodi turistov,826
2025M02,Maribor,2.1 Avstrija,Prenočitve turistov,1544
2025M02,Maribor,2.2 Belgija,Prihodi turistov,55
2025M02,Maribor,2.2 Belgija,Prenočitve turistov,90
2025M02,Maribor,2.3 Bolgarija,Prihodi turistov,93
2025M02,Maribor,2.3 Bolgarija,Prenočitve turistov,180
2025M02,Maribor,2.4 Bosna in Hercegovina,Prihodi turistov,486
2025M02,Maribor,2.4 Bosna in Hercegovina,Prenočitve turistov,945
2025M02,Maribor,2.5 Ciper,Prihodi turistov,10
2025M02,Maribor,2.5 Ciper,Prenočitve turistov,16
2025M02,Maribor,2.6 Češka republika,Prihodi turistov,212
2025M02,Maribor,2.6 Češka republika,Prenočitve turistov,845
2025M02,Maribor,2.7 Črna gora,Prihodi turistov,122
2025M02,Maribor,2.7 Črna gora,Prenočitve turistov,404
2025M02,Maribor,2.8 Danska,Prihodi turistov,22
2025M02,Maribor,2.8 Danska,Prenočitve turistov,28
2025M02,Maribor,2.9 Estonija,Prihodi turistov,1
2025M02,Maribor,2.9 Estonija,Prenočitve turistov,1
2025M02,Maribor,2.10 Finska,Prihodi turistov,23
2025M02,Maribor,2.10 Finska,Prenočitve turistov,157
2025M02,Maribor,2.11 Francija,Prihodi turistov,141
2025M02,Maribor,2.11 Francija,Prenočitve turistov,884
2025M02,Maribor,2.12 Grčija,Prihodi turistov,44
2025M02,Maribor,2.12 Grčija,Prenočitve turistov,174
2025M02,Maribor,2.13 Hrvaška,Prihodi turistov,2753
2025M02,Maribor,2.13 Hrvaška,Prenočitve turistov,6319
2025M02,Maribor,2.14 Irska,Prihodi turistov,16
2025M02,Maribor,2.14 Irska,Prenočitve turistov,31
2025M02,Maribor,2.15 Islandija,Prihodi turistov,0
2025M02,Maribor,2.15 Islandija,Prenočitve turistov,4
2025M02,Maribor,2.16 Italija,Prihodi turistov,408
2025M02,Maribor,2.16 Italija,Prenočitve turistov,2371
2025M02,Maribor,2.17 Latvija,Prihodi turistov,11
2025M02,Maribor,2.17 Latvija,Prenočitve turistov,23
2025M02,Maribor,2.18 Litva,Prihodi turistov,23
2025M02,Maribor,2.18 Litva,Prenočitve turistov,34
2025M02,Maribor,2.19 Luksemburg,Prihodi turistov,7
2025M02,Maribor,2.19 Luksemburg,Prenočitve turistov,7
2025M02,Maribor,2.20 Madžarska,Prihodi turistov,840
2025M02,Maribor,2.20 Madžarska,Prenočitve turistov,1919
2025M02,Maribor,2.21 Makedonija,Prihodi turistov,124
2025M02,Maribor,2.21 Makedonija,Prenočitve turistov,1093
2025M02,Maribor,2.22 Malta,Prihodi turistov,12
2025M02,Maribor,2.22 Malta,Prenočitve turistov,20
2025M02,Maribor,2.23 Nemčija,Prihodi turistov,546
2025M02,Maribor,2.23 Nemčija,Prenočitve turistov,1492
2025M02,Maribor,2.24 Nizozemska,Prihodi turistov,96
2025M02,Maribor,2.24 Nizozemska,Prenočitve turistov,311
2025M02,Maribor,2.25 Norveška,Prihodi turistov,20
2025M02,Maribor,2.25 Norveška,Prenočitve turistov,94
2025M02,Maribor,2.26 Poljska,Prihodi turistov,199
2025M02,Maribor,2.26 Poljska,Prenočitve turistov,740
2025M02,Maribor,2.27 Portugalska,Prihodi turistov,68
2025M02,Maribor,2.27 Portugalska,Prenočitve turistov,751
2025M02,Maribor,2.28 Romunija,Prihodi turistov,894
2025M02,Maribor,2.28 Romunija,Prenočitve turistov,1177
2025M02,Maribor,2.29 Ruska federacija,Prihodi turistov,45
2025M02,Maribor,2.29 Ruska federacija,Prenočitve turistov,141
2025M02,Maribor,2.30 Slovaška,Prihodi turistov,153
2025M02,Maribor,2.30 Slovaška,Prenočitve turistov,453
2025M02,Maribor,2.31 Srbija,Prihodi turistov,806
2025M02,Maribor,2.31 Srbija,Prenočitve turistov,2328
2025M02,Maribor,2.32 Španija,Prihodi turistov,80
2025M02,Maribor,2.32 Španija,Prenočitve turistov,544
2025M02,Maribor,2.33 Švedska,Prihodi turistov,47
2025M02,Maribor,2.33 Švedska,Prenočitve turistov,168
2025M02,Maribor,2.34 Švica,Prihodi turistov,49
2025M02,Maribor,2.34 Švica,Prenočitve turistov,128
2025M02,Maribor,2.35 Turčija,Prihodi turistov,87
2025M02,Maribor,2.35 Turčija,Prenočitve turistov,728
2025M02,Maribor,2.36 Ukrajina,Prihodi turistov,232
2025M02,Maribor,2.36 Ukrajina,Prenočitve turistov,631
2025M02,Maribor,2.37 Združeno kraljestvo,Prihodi turistov,65
2025M02,Maribor,2.37 Združeno kraljestvo,Prenočitve turistov,191
2025M02,Maribor,2.38 Druge evropske države,Prihodi turistov,131
2025M02,Maribor,2.38 Druge evropske države,Prenočitve turistov,395
2025M02,Maribor,2.39 Južna Afrika,Prihodi turistov,3
2025M02,Maribor,2.39 Južna Afrika,Prenočitve turistov,11
2025M02,Maribor,2.40 Druge afriške države,Prihodi turistov,44
2025M02,Maribor,2.40 Druge afriške države,Prenočitve turistov,270
2025M02,Maribor,2.41 Avstralija,Prihodi turistov,34
2025M02,Maribor,2.41 Avstralija,Prenočitve turistov,135
2025M02,Maribor,2.42 Nova Zelandija,Prihodi turistov,
2025M02,Maribor,2.42 Nova Zelandija,Prenočitve turistov,
2025M02,Maribor,2.43 Druge države in ozemlja Oceanije,Prihodi turistov,1
2025M02,Maribor,2.43 Druge države in ozemlja Oceanije,Prenočitve turistov,10
2025M02,Maribor,2.44 Izrael,Prihodi turistov,13
2025M02,Maribor,2.44 Izrael,Prenočitve turistov,60
2025M02,Maribor,2.45 Japonska,Prihodi turistov,32
2025M02,Maribor,2.45 Japonska,Prenočitve turistov,175
2025M02,Maribor,2.46 Kitajska (Ljudska republika),Prihodi turistov,77
2025M02,Maribor,2.46 Kitajska (Ljudska republika),Prenočitve turistov,585
2025M02,Maribor,2.47 Koreja (Republika),Prihodi turistov,143
2025M02,Maribor,2.47 Koreja (Republika),Prenočitve turistov,353
2025M02,Maribor,2.48 Druge azijske države,Prihodi turistov,140
2025M02,Maribor,2.48 Druge azijske države,Prenočitve turistov,557
2025M02,Maribor,2.49 Brazilija,Prihodi turistov,16
2025M02,Maribor,2.49 Brazilija,Prenočitve turistov,47
2025M02,Maribor,2.50 Druge države Južne in Srednje Amerike,Prihodi turistov,40
2025M02,Maribor,2.50 Druge države Južne in Srednje Amerike,Prenočitve turistov,134
2025M02,Maribor,2.51 Kanada,Prihodi turistov,30
2025M02,Maribor,2.51 Kanada,Prenočitve turistov,192
2025M02,Maribor,2.52 Združene države (ZDA),Prihodi turistov,127
2025M02,Maribor,2.52 Združene države (ZDA),Prenočitve turistov,471
2025M02,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prihodi turistov,
2025M02,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prenočitve turistov,
2025M03,Maribor,0 Država - SKUPAJ,Prihodi turistov,11879
2025M03,Maribor,0 Država - SKUPAJ,Prenočitve turistov,30042
2025M03,Maribor,1 DOMAČI,Prihodi turistov,2727
2025M03,Maribor,1 DOMAČI,Prenočitve turistov,4218
2025M03,Maribor,2 TUJI,Prihodi turistov,9152
2025M03,Maribor,2 TUJI,Prenočitve turistov,25824
2025M03,Maribor,2.1 Avstrija,Prihodi turistov,1035
2025M03,Maribor,2.1 Avstrija,Prenočitve turistov,1542
2025M03,Maribor,2.2 Belgija,Prihodi turistov,44
2025M03,Maribor,2.2 Belgija,Prenočitve turistov,70
2025M03,Maribor,2.3 Bolgarija,Prihodi turistov,127
2025M03,Maribor,2.3 Bolgarija,Prenočitve turistov,152
2025M03,Maribor,2.4 Bosna in Hercegovina,Prihodi turistov,532
2025M03,Maribor,2.4 Bosna in Hercegovina,Prenočitve turistov,1080
2025M03,Maribor,2.5 Ciper,Prihodi turistov,6
2025M03,Maribor,2.5 Ciper,Prenočitve turistov,21
2025M03,Maribor,2.6 Češka republika,Prihodi turistov,221
2025M03,Maribor,2.6 Češka republika,Prenočitve turistov,832
2025M03,Maribor,2.7 Črna gora,Prihodi turistov,77
2025M03,Maribor,2.7 Črna gora,Prenočitve turistov,345
2025M03,Maribor,2.8 Danska,Prihodi turistov,139
2025M03,Maribor,2.8 Danska,Prenočitve turistov,927
2025M03,Maribor,2.9 Estonija,Prihodi turistov,13
2025M03,Maribor,2.9 Estonija,Prenočitve turistov,21
2025M03,Maribor,2.10 Finska,Prihodi turistov,27
2025M03,Maribor,2.10 Finska,Prenočitve turistov,124
2025M03,Maribor,2.11 Francija,Prihodi turistov,107
2025M03,Maribor,2.11 Francija,Prenočitve turistov,783
2025M03,Maribor,2.12 Grčija,Prihodi turistov,82
2025M03,Maribor,2.12 Grčija,Prenočitve turistov,146
2025M03,Maribor,2.13 Hrvaška,Prihodi turistov,1245
2025M03,Maribor,2.13 Hrvaška,Prenočitve turistov,2602
2025M03,Maribor,2.14 Irska,Prihodi turistov,15
2025M03,Maribor,2.14 Irska,Prenočitve turistov,42
2025M03,Maribor,2.15 Islandija,Prihodi turistov,3
2025M03,Maribor,2.15 Islandija,Prenočitve turistov,9
2025M03,Maribor,2.16 Italija,Prihodi turistov,533
2025M03,Maribor,2.16 Italija,Prenočitve turistov,1733
2025M03,Maribor,2.17 Latvija,Prihodi turistov,27
2025M03,Maribor,2.17 Latvija,Prenočitve turistov,61
2025M03,Maribor,2.18 Litva,Prihodi turistov,31
2025M03,Maribor,2.18 Litva,Prenočitve turistov,102
2025M03,Maribor,2.19 Luksemburg,Prihodi turistov,11
2025M03,Maribor,2.19 Luksemburg,Prenočitve turistov,16
2025M03,Maribor,2.20 Madžarska,Prihodi turistov,466
2025M03,Maribor,2.20 Madžarska,Prenočitve turistov,913
2025M03,Maribor,2.21 Makedonija,Prihodi turistov,168
2025M03,Maribor,2.21 Makedonija,Prenočitve turistov,685
2025M03,Maribor,2.22 Malta,Prihodi turistov,9
2025M03,Maribor,2.22 Malta,Prenočitve turistov,18
2025M03,Maribor,2.23 Nemčija,Prihodi turistov,813
2025M03,Maribor,2.23 Nemčija,Prenočitve turistov,1867
2025M03,Maribor,2.24 Nizozemska,Prihodi turistov,68
2025M03,Maribor,2.24 Nizozemska,Prenočitve turistov,149
2025M03,Maribor,2.25 Norveška,Prihodi turistov,10
2025M03,Maribor,2.25 Norveška,Prenočitve turistov,18
2025M03,Maribor,2.26 Poljska,Prihodi turistov,212
2025M03,Maribor,2.26 Poljska,Prenočitve turistov,639
2025M03,Maribor,2.27 Portugalska,Prihodi turistov,28
2025M03,Maribor,2.27 Portugalska,Prenočitve turistov,1111
2025M03,Maribor,2.28 Romunija,Prihodi turistov,497
2025M03,Maribor,2.28 Romunija,Prenočitve turistov,1089
2025M03,Maribor,2.29 Ruska federacija,Prihodi turistov,58
2025M03,Maribor,2.29 Ruska federacija,Prenočitve turistov,108
2025M03,Maribor,2.30 Slovaška,Prihodi turistov,170
2025M03,Maribor,2.30 Slovaška,Prenočitve turistov,415
2025M03,Maribor,2.31 Srbija,Prihodi turistov,694
